N_ANNO;DISTRITO;Nombre_Barrio;RATIO_AIRBNB_HECTAREA;PRECIO_M2;SUPERFCIE_M2;RATIO_PUERTA;RATIO_LOCAL_HECTAREA;TAM_HOGAR_MEDIO;RATIO_HOGARES_1PER;HIPOT_MEDIA;DENSIDAD_HAB;EDAD_PROMEDIO;EDAD_MEDIANA;PROPOR_ENVEJECIMIENTO;PROPOR_DESOBREENVEJECIMIENTO;IND_ENVEJECIMIENTO;IND_JUVENTUD;IND_DEPENDENCIA;IND_ESTRUCTURA_POBLA_ACTIVA;RZ_PROGRESIVIDAD_DEMO;PROPOR_EXTRANJEROS;PROPOR_NACIDOS_FUERA_ESPAÑA;PROPOR_INMIG_EXTRANJ;TOTAL_COMPRAVENTA;SIN_ESTUDIOS;CLUSTER_JERAR;CLUSTER_KNN
2017;CARABANCHEL;ABRANTES;0.12;1644;73.1;0.884;5.96;2.72;0.262;97425.65;187.74;42.56;42.91;18.73;38.51;109.64;91.2;55.82;74.29;82.82;16.33;26.87;12.66;153;0.258;0;0
2019;CARABANCHEL;ABRANTES;0.12;1883;70.14;0.881;6.01;2.79;0.254;107708.87;196.47;42.54;43.09;17.95;38.14;109.74;91.12;52.24;75.67;84.1;19.62;31.1;15.71;161;0.234;0;0
2018;CARABANCHEL;ABRANTES;0.12;1896;70.65;0.881;6.01;2.73;0.261;106418.73;190.27;42.66;43.17;18.45;38.26;110.64;90.38;54.12;73.57;80.35;17.68;28.7;13.87;182;0.248;0;0
2016;CARABANCHEL;ABRANTES;0.12;1466;68.15;0.885;5.94;2.7;0.264;94900.12;185.88;42.54;42.63;19;38.01;111.73;89.5;56.25;77.56;83.81;15.81;25.97;12.11;105;0.269;0;0
2017;ARGANZUELA;ACACIAS;1.29;3724;72.88;0.859;12.69;2.4;0.319;173656.9;341.57;45.84;46.45;21.34;31.75;188.76;52.98;48.48;80.08;107.07;6.42;10.86;3.83;66;0.122;0;0
2019;ARGANZUELA;ACACIAS;1.29;4188;64.66;0.855;12.87;2.38;0.32;184912.46;342.68;46.43;46.99;22.68;29.93;210.81;47.44;50.25;79.97;110.41;7.01;11.57;4.07;32;0.109;0;0
2018;ARGANZUELA;ACACIAS;1.29;4046;72.77;0.856;12.85;2.39;0.32;170193.68;342.37;46.12;46.7;22.07;30.95;199.21;50.2;49.59;79.94;109.01;6.54;11.07;3.8;61;0.115;0;0
2016;ARGANZUELA;ACACIAS;1.29;3193;66.9;0.863;12.59;2.4;0.319;132917.57;341.05;45.55;46.18;20.6;31.68;179.08;55.84;47.28;78.86;107.1;6.48;10.98;3.85;42;0.126;0;0
2017;RETIRO;ADELFAS;0.75;3621;85.45;0.85;7.93;2.43;0.314;188392.84;283.23;44.63;44.59;20.12;32.31;146.49;68.26;51.19;76.4;108.08;6.54;11.16;3.96;251;0.116;0;0
2019;RETIRO;ADELFAS;0.75;4213;73.97;0.838;8.11;2.43;0.307;215458.34;288.3;44.98;45;21.28;30.44;156.28;63.99;53.62;75.13;100.76;7.05;11.48;4.33;310;0.104;0;0
2018;RETIRO;ADELFAS;0.75;4074;74.02;0.843;8.05;2.42;0.313;181834.09;286.29;44.76;44.71;20.7;31.21;151.21;66.13;52.41;75.44;107.8;6.45;11.07;3.86;159;0.109;0;0
2016;RETIRO;ADELFAS;0.75;3180;87.32;0.857;7.87;2.44;0.309;162095.34;279.83;44.34;44.25;19.54;31.83;142.57;70.14;49.79;78.83;110.08;6.48;10.99;3.96;211;0.123;0;0
2017;BARAJAS;AEROPUERTO;0.2;3291;58.06;0.32;0.23;2.65;0.289;178100.56;0.6;41.6;41.71;15.08;44.98;99.63;100.37;43.29;83.36;88.54;18.05;26.96;12.72;18;0.29;0;0
2019;BARAJAS;AEROPUERTO;0.2;3291;89.43;0.307;0.24;2.69;0.284;190252.61;0.62;41.71;41.93;15.07;43.37;95.55;104.66;44.61;79.52;92.23;20.37;29.98;15.13;14;0.26;0;0
2018;BARAJAS;AEROPUERTO;0.2;3291;51.26;0.312;0.24;2.66;0.271;222191.99;0.61;41.85;41.77;15.44;44.4;102.21;97.83;43.98;84.59;97.83;19.34;28.54;13.82;19;0.269;0;0
2016;BARAJAS;AEROPUERTO;0.2;3291;51.6;0.328;0.22;2.6;0.293;168521.31;0.6;41.63;41.9;15.11;42.32;99.63;100.37;43.43;80.38;101.11;16.92;25.41;11.71;15;0.306;0;0
2017;LATINA;ÁGUILAS;0.04;1861;73.64;0.691;4.21;2.47;0.266;131822.93;141.15;47.89;48.38;28.35;30.72;232.11;43.08;68.23;69.62;93.51;9.85;16.1;6.52;471;0.276;0;0
2019;LATINA;ÁGUILAS;0.04;2125;69.77;0.688;4.29;2.48;0.274;125978.14;142.83;48.04;48.69;27.98;33.9;230.67;43.35;66.98;68.58;95.57;11.52;18.28;7.95;402;0.255;0;0
2018;LATINA;ÁGUILAS;0.04;2041;69.41;0.689;4.27;2.47;0.272;110367.38;141.57;48;48.54;28.24;32.18;232.78;42.96;67.7;68.85;91.97;10.45;16.97;7.01;424;0.267;0;0
2016;LATINA;ÁGUILAS;0.04;1697;80.21;0.707;4.17;2.48;0.264;111857.46;141.38;47.65;47.97;28.37;28.2;233.65;42.8;68.09;72.21;91.65;9.64;15.79;6.24;380;0.285;0;0
2017;BARAJAS;ALAMEDA DE OSUNA;0.11;2884;99.82;0.736;2.42;2.73;0.205;206590.93;98.39;43.88;44.64;23.9;16.03;137.39;72.79;70.37;70.52;89.74;5.36;10.76;2.24;158;0.07;0;0
2019;BARAJAS;ALAMEDA DE OSUNA;0.11;3273;92.69;0.708;2.54;2.69;0.215;177355.96;99.1;44.98;46.04;25.63;18.74;153.72;65.05;73.33;65.44;80.45;5.65;11.08;2.59;288;0.066;0;0
2018;BARAJAS;ALAMEDA DE OSUNA;0.11;3185;118.57;0.712;2.52;2.71;0.212;248821.57;98.69;44.46;45.36;24.96;17.51;146.91;68.07;72.27;68.15;89.79;5.37;10.84;2.41;216;0.067;0;0
2016;BARAJAS;ALAMEDA DE OSUNA;0.11;2602;83.95;0.736;2.43;2.73;0.202;188663.69;98.08;43.61;44.17;23.04;15.81;134.34;74.44;67.19;73.01;85.51;5.61;11.05;2.24;227;0.073;0;0
2017;CHAMBERÍ;ALMAGRO;1.74;5676;136.35;0.465;23.96;2.47;0.377;505961.91;210.01;46.08;45.62;23.82;37.86;197.1;50.74;56.04;87.24;115.93;12.61;20.32;6.65;291;0.067;1;0
2019;CHAMBERÍ;ALMAGRO;1.74;6728;134.44;0.453;24.82;2.45;0.375;587884.85;211.18;46.18;45.74;23.89;36.64;204.05;49.01;55.28;88.56;107.21;13.52;21.05;7.25;245;0.059;1;0
2018;CHAMBERÍ;ALMAGRO;1.74;6175;133.38;0.457;24.6;2.46;0.374;572198.19;211.09;46.16;45.67;23.96;37.18;202.65;49.35;55.73;87.99;110.06;12.81;20.44;6.86;253;0.062;1;0
2016;CHAMBERÍ;ALMAGRO;1.74;4989;107.87;0.474;23.54;2.48;0.379;472890.42;210.05;46.02;45.56;23.74;37.74;192.39;51.98;56.44;86.18;115.89;12.21;19.88;6.56;254;0.072;1;0
2017;TETUÁN;ALMENARA;0.58;2729;82.75;0.856;14.68;2.41;0.348;144459.85;219.96;44.93;43.82;20.84;47.36;167.77;59.61;49.82;91.42;101.46;12.41;21.89;9.78;310;0.245;0;0
2019;TETUÁN;ALMENARA;0.58;3419;81.26;0.828;15.26;2.43;0.35;157192.35;226.56;44.64;43.47;19.87;45.47;164.11;60.93;47.03;91.19;114.49;14.4;24.15;11.11;290;0.22;0;0
2018;TETUÁN;ALMENARA;0.58;3311;75.36;0.83;15.22;2.41;0.348;140028.42;224.35;44.74;43.61;20.25;46.89;164.43;60.81;48.29;90.69;110.57;13.31;22.89;10.37;570;0.232;0;0
2016;TETUÁN;ALMENARA;0.58;2407;82.25;0.862;14.55;2.43;0.347;134909.74;217.83;45.17;44.16;21.62;46.46;172.48;57.98;51.88;90.4;96.44;12.38;21.63;9.59;407;0.26;0;0
2017;USERA;ALMENDRALES;0.58;1829;71.13;0.786;14.54;2.73;0.286;103594.38;263.09;42.28;41.88;17.36;44.81;114.52;87.32;48.21;86.64;94.66;25.14;37.05;22.2;208;0.286;0;0
2019;USERA;ALMENDRALES;0.58;2180;72.16;0.785;14.64;2.8;0.28;204809.99;274.81;41.83;41.43;16.29;44.12;106.59;93.82;46.15;88.86;96.36;27.38;39.9;24.41;173;0.255;0;0
2018;USERA;ALMENDRALES;0.58;2012;70.18;0.786;14.61;2.75;0.287;108470.96;269;42.15;41.74;16.83;45.16;111.84;89.41;46.8;87.41;97.83;26.19;38.61;23.33;211;0.269;0;0
2016;USERA;ALMENDRALES;0.58;1642;69.84;0.788;14.47;2.74;0.283;90572.16;261.76;42.12;41.52;17.8;43.82;113.56;88.06;50.32;90.03;99.41;24.1;35.69;21.17;136;0.296;0;0
2017;LATINA;ALUCHE;0.14;1953;71.17;0.885;9.09;2.48;0.271;108055.45;229.16;48.42;48.5;30.37;29.13;263.86;37.9;72.08;79.06;95.04;13.85;22.1;9.34;652;0.252;0;0
2019;LATINA;ALUCHE;0.14;2212;70.1;0.884;9.13;2.49;0.277;142775.15;232.83;48.49;48.59;29.91;32.16;262.47;38.1;70.39;78.65;93.37;16.03;24.7;11.43;541;0.232;0;0
2018;LATINA;ALUCHE;0.14;2067;73.43;0.884;9.12;2.49;0.273;128577.94;231.46;48.44;48.49;30.15;30.76;263.03;38.02;71.29;79.12;94.2;15;23.52;10.43;692;0.243;0;0
2016;LATINA;ALUCHE;0.14;1676;72.25;0.886;9.07;2.5;0.268;97845.77;230.67;48.12;48.05;30.14;27.32;261.87;38.19;71.38;82.06;97.7;13.74;21.75;9.22;458;0.26;0;0
2017;VICÁLVARO;AMBROZ;0.01;1611;70.03;0.934;0.56;2.55;0.264;111498.4;75.95;45.18;44.68;24.51;35.87;172.52;57.96;63.17;85.27;84.44;15.98;23.61;7.47;535;0.354;0;0
2016;VICÁLVARO;AMBROZ;0.01;1408;73.77;0.934;0.56;2.58;0.26;113258.77;76.32;45.05;44.27;24.72;33.22;175.11;57.11;63.48;89.77;88.44;16.18;23.41;7.67;446;0.364;0;0
2017;SAN BLAS-CANILLEJAS;AMPOSTA;0.03;2075;59.11;0.762;11.37;2.47;0.318;69550.63;221.61;44.91;44.79;21.85;52.76;150.29;66.54;57.21;84.61;94.46;12.33;23.18;9.27;151;0.348;0;0
2016;SAN BLAS-CANILLEJAS;AMPOSTA;0.03;1336;59.94;0.762;11.37;2.49;0.317;71678.86;220.77;45.07;44.88;22.62;50.62;155.25;64.41;59.21;84.88;98.73;11.87;22;9.04;136;0.365;0;0
2019;SAN BLAS-CANILLEJAS;AMPOSTA;0.03;2073;58.29;0.757;11.45;2.55;0.31;85897.54;231.6;43.84;43.58;19.37;53.16;127.67;78.33;52.77;84.64;96.9;16.07;28.15;12.49;136;0.311;0;0
2018;SAN BLAS-CANILLEJAS;AMPOSTA;0.03;2075;60.03;0.759;11.42;2.5;0.313;79896.02;225.42;44.23;44.1;20.36;53.44;136.25;73.4;54.56;84.17;89.51;14.16;25.66;10.71;151;0.329;0;0
2017;VILLAVERDE;ÁNGELES;0.08;1551;74.31;0.882;4.48;2.56;0.262;125206.42;156.31;47.5;47.98;27.37;38.3;220.83;45.28;66;76.67;86.86;13.49;22.37;10.21;259;0.302;0;0
2019;VILLAVERDE;ÁNGELES;0.08;1842;89.97;0.881;4.53;2.59;0.266;137815.02;161.06;47.29;47.65;26.54;40.98;217.31;46.02;63.28;78.93;100.26;15.98;25.54;12.57;693;0.275;0;0
2018;VILLAVERDE;ÁNGELES;0.08;1648;79.95;0.88;4.52;2.58;0.264;124078.22;157.51;47.52;48;27.19;40.22;219.87;45.48;65.45;77.34;93.07;14.48;23.61;11.21;385;0.29;0;0
2016;VILLAVERDE;ÁNGELES;0.08;1404;75.9;0.882;4.47;2.57;0.265;111087.11;156.19;47.34;47.66;27.35;36.02;222.14;45.02;65.72;78.98;85.52;13.22;21.87;9.92;183;0.311;0;0
2017;HORTALEZA;APÓSTOL SANTIAGO;0.12;2269;94.5;0.923;2.92;2.64;0.262;172647.02;125.92;45.26;46.69;20.98;37.73;162.15;61.67;51.32;71.01;90.34;7.25;14.3;4.55;102;0.175;0;0
2019;HORTALEZA;APÓSTOL SANTIAGO;0.12;2850;85.9;0.924;2.95;2.66;0.266;196221.72;127.94;45.36;46.87;20.77;36.59;163.67;61.1;50.3;72.2;87.19;9.1;16.19;6.11;120;0.159;0;0
2018;HORTALEZA;APÓSTOL SANTIAGO;0.12;2625;94.11;0.924;2.95;2.65;0.262;187998.58;126.72;45.37;46.92;20.95;37.34;162.77;61.44;51.12;70.43;89;7.83;14.83;5.15;131;0.167;0;0
2016;HORTALEZA;APÓSTOL SANTIAGO;0.12;2074;90.61;0.923;2.92;2.66;0.255;171843.77;126.57;44.95;46.35;20.88;37.21;155.67;64.24;52.2;71.96;92.57;6.92;13.74;4.21;88;0.184;0;0
2017;CHAMBERÍ;ARAPILES;2.85;4530;82.71;0.641;30.14;2.19;0.405;226079.19;418.16;46.4;45.01;24.19;37.89;222.99;44.85;53.94;96.09;113.91;10.51;17.75;5.88;335;0.1;1;0
2019;CHAMBERÍ;ARAPILES;2.85;4996;76.04;0.635;30.68;2.18;0.41;278617.83;422.93;46.11;44.32;24.09;36.03;225.4;44.37;53.33;100.79;110.6;11.23;18.5;6.16;293;0.086;1;0
2018;CHAMBERÍ;ARAPILES;2.85;4855;77.36;0.636;30.61;2.19;0.405;250068.54;420.85;46.24;44.62;24.04;37.2;222.23;45;53.49;98.2;118.75;10.67;17.85;5.79;366;0.093;1;0
2016;CHAMBERÍ;ARAPILES;2.85;3885;78.92;0.642;30.04;2.2;0.402;187606.99;415.82;46.54;45.21;24.26;38.44;227.19;44.02;53.68;96.87;115.06;10.35;17.59;6.07;359;0.107;1;0
2017;MONCLOA-ARAVACA;ARAVACA;0.04;3824;132.6;0.758;1.3;3.12;0.198;438244.02;44.05;39.25;41.03;14.02;26.57;66.3;150.83;54.22;72.52;83.42;9.21;14.26;4.34;600;0.084;0;0
2019;MONCLOA-ARAVACA;ARAVACA;0.04;3742;160.61;0.746;1.33;3.15;0.192;429357.79;45.98;39.81;41.42;14.96;26.66;73.95;135.23;54.32;74.54;84.27;9.83;15.05;4.85;205;0.074;0;0
2018;MONCLOA-ARAVACA;ARAVACA;0.04;4198;120.01;0.752;1.32;3.13;0.196;260834.54;44.82;39.43;41.17;14.43;26.14;69.33;144.25;54.4;73.46;84.85;9.31;14.36;4.58;521;0.078;0;0
2016;MONCLOA-ARAVACA;ARAVACA;0.04;3365;150.41;0.762;1.28;3.14;0.196;339714.96;43.82;38.87;40.62;13.5;26.6;62.85;159.11;53.79;73.35;83.79;9.25;14.5;4.33;310;0.09;0;0
2017;SAN BLAS-CANILLEJAS;ARCOS;0.11;1817;72.47;0.673;2.95;2.67;0.26;121653.85;181.96;43.19;44.1;18.5;44.71;112.35;89.01;53.76;66.98;83.62;8.13;15.57;5.47;247;0.291;0;0
2019;SAN BLAS-CANILLEJAS;ARCOS;0.11;2130;69.09;0.666;3;2.7;0.255;125327.1;185.5;43.38;44.62;18.05;45.16;115.74;86.4;50.69;69.23;82.32;9.73;17.69;6.82;206;0.266;0;0
2018;SAN BLAS-CANILLEJAS;ARCOS;0.11;2084;69.42;0.671;2.98;2.67;0.26;103773.27;183.41;43.28;44.45;18.21;45.28;112.17;89.15;52.56;66.71;84.13;8.7;16.35;5.96;240;0.278;0;0
2016;SAN BLAS-CANILLEJAS;ARCOS;0.11;1557;74.36;0.673;2.95;2.66;0.255;110659.79;180.39;43.04;43.71;18.65;42.56;111.36;89.8;54.79;67.74;75.18;7.94;15.08;5.36;202;0.301;0;0
2017;MONCLOA-ARAVACA;ARGÜELLES;3.72;4528;105.76;0.61;25.46;2.31;0.384;289869.53;315.91;47.21;46.56;24.97;38.72;243.82;41.01;54.35;87.16;118.18;11.94;18.69;7.05;382;0.083;1;0
2019;MONCLOA-ARAVACA;ARGÜELLES;3.72;4957;107.27;0.598;26.07;2.32;0.38;322871.5;318.05;47.28;46.75;25.03;38.1;251.71;39.73;53.79;87.8;109.97;12.42;19.55;7.14;235;0.071;1;0
2018;MONCLOA-ARAVACA;ARGÜELLES;3.72;4739;104.52;0.601;25.98;2.31;0.38;354072.27;316.71;47.31;46.76;25.2;38.59;250.66;39.89;54.45;86.95;119.15;11.82;18.91;6.72;361;0.077;1;0
2016;MONCLOA-ARAVACA;ARGÜELLES;3.72;3944;105.58;0.618;25.12;2.33;0.381;305564.5;315.96;47.19;46.36;24.96;39.54;249.08;40.15;53.78;90.15;115.9;12.05;18.87;7.05;373;0.089;1;0
2017;CIUDAD LINEAL;ATALAYA;0.04;4979;129.84;0.617;2.41;2.76;0.299;154708.65;62.76;43.88;45.17;22.47;28.49;131.46;76.07;65.47;70.09;98.73;9.99;15.36;4.67;19;0.048;0;0
2019;CIUDAD LINEAL;ATALAYA;0.04;4979;76.09;0.633;2.41;2.78;0.306;254224.47;63;44.05;45.99;22.9;28.69;137.02;72.98;65.58;67.61;102.5;10.2;16.26;5.36;23;0.04;0;0
2018;CIUDAD LINEAL;ATALAYA;0.04;4979;87;0.633;2.41;2.81;0.293;263290.82;63.28;43.5;45.19;22.54;29.01;125;80;68.27;71.43;107.41;10.1;16;4.83;115;0.043;0;0
2016;CIUDAD LINEAL;ATALAYA;0.04;4979;90.73;0.617;2.41;2.73;0.296;135739.95;63.08;43.2;44.37;21.66;29.12;125;80;63.88;74.5;93.1;10.38;15.86;4.84;15;0.048;0;0
2017;ARGANZUELA;ATOCHA;0.2;3529;76.25;0.21;3.82;2.64;0.269;181652.48;15.07;37.94;41.07;9.38;25.96;42.11;237.5;46.31;61.28;91.89;4.06;9.02;1.98;4;0.109;0;0
2019;ARGANZUELA;ATOCHA;0.2;3983;74.09;0.193;4.15;2.77;0.245;222079.51;15.97;38.63;41.93;9.62;29.2;46.69;214.16;43.29;61.74;110;5.53;10.38;2.98;6;0.096;0;0
2018;ARGANZUELA;ATOCHA;0.2;3919;73.97;0.195;4.11;2.77;0.247;192194.47;15.84;37.98;40.9;9.79;26.32;45.06;221.93;45.99;64.88;88.46;5.92;10.99;3.35;4;0.101;0;0
2016;ARGANZUELA;ATOCHA;0.2;3013;74.55;0.239;3.36;2.66;0.252;168249.19;15.1;37.54;40.28;9.54;23.58;41.25;242.45;48.53;64.4;78.57;4.86;9.09;2.34;5;0.111;0;0
2017;TETUÁN;BELLAS VISTAS;1.05;2753;61.69;0.887;23.74;2.44;0.369;126683.64;396.54;43.49;42;18.65;37.63;148.99;67.12;45.28;98.47;108.17;21.44;34.32;17.72;363;0.171;0;0
2019;TETUÁN;BELLAS VISTAS;1.05;3365;63.58;0.883;23.95;2.46;0.367;145765.33;407.54;43.41;41.92;18.38;35.19;153.76;65.04;43.54;100.03;118.52;22.82;35.52;18.84;337;0.149;0;0
2018;TETUÁN;BELLAS VISTAS;1.05;3354;59.51;0.884;23.91;2.44;0.369;144877.64;402;43.46;42;18.55;36.56;151.03;66.21;44.57;98.88;113.01;21.93;34.94;18.17;463;0.16;0;0
2016;TETUÁN;BELLAS VISTAS;1.05;2426;61.65;0.888;23.62;2.45;0.366;134933.23;394.45;43.64;42.16;18.83;37.81;152.31;65.66;45.32;97.66;94.02;21.41;34.05;17.65;297;0.18;0;0
2017;TETUÁN;BERRUGUETE;0.92;2712;60.44;0.933;24.05;2.41;0.362;115444.97;400.52;42.61;41.58;17.01;39.89;126.41;79.11;43.82;93.57;106.16;21.8;33.66;18.03;322;0.183;0;0
2019;TETUÁN;BERRUGUETE;0.92;3263;60.68;0.931;24.23;2.44;0.362;142414.31;411.93;42.66;41.5;16.64;39.36;132.21;75.64;41.31;96.55;107.39;24.05;36.29;19.67;342;0.164;0;0
2018;TETUÁN;BERRUGUETE;0.92;2982;60.71;0.933;24.18;2.43;0.364;132466.66;405.36;42.66;41.64;16.8;39.51;129.52;77.21;42.37;94.33;106.98;22.8;35.02;18.79;303;0.174;0;0
2016;TETUÁN;BERRUGUETE;0.92;2394;61.37;0.933;24.02;2.43;0.358;104797.17;398.61;42.56;41.41;17.14;39.83;127.63;78.35;44.04;95.42;114.3;21.27;33.03;17.35;252;0.191;0;0
2017;CARABANCHEL;BUENAVISTA;0.04;1643;68.92;0.729;3.8;2.71;0.248;114460.05;80.61;38.97;40.77;13.9;32.52;65.3;153.14;54.31;69.94;79.69;11.15;17.6;7.1;450;0.192;0;0
2019;CARABANCHEL;BUENAVISTA;0.04;1982;74.58;0.715;3.9;2.74;0.248;121010.78;83.83;39.58;41.5;13.8;34.27;67.37;148.44;52.15;65.37;72.5;13.11;20.03;8.99;360;0.175;0;0
2018;CARABANCHEL;BUENAVISTA;0.04;1888;67.75;0.718;3.88;2.73;0.246;116109.38;82.33;39.24;41.13;13.81;33.54;65.63;152.37;53.48;66.79;76.23;12.06;18.76;7.98;428;0.185;0;0
2016;CARABANCHEL;BUENAVISTA;0.04;1480;75.26;0.736;3.75;2.71;0.247;116737.22;78.98;38.77;40.29;14.13;31.03;66.39;150.61;54.84;76.22;86.97;10.63;16.81;6.69;397;0.2;0;0
2017;VILLAVERDE;BUTARQUE;0.01;1840;75.47;0.991;0.53;2.82;0.21;85467.54;27.05;35.48;38.25;8.56;24.17;34.49;289.98;50.15;77.13;75.21;11.99;19.47;8;118;0.173;0;0
2019;VILLAVERDE;BUTARQUE;0.01;2143;91.67;0.983;0.54;2.86;0.208;85365.11;29.6;35.88;38.69;8.76;24.74;35.25;283.73;50.63;70.25;73.21;13.93;22.19;9.68;536;0.163;0;0
2018;VILLAVERDE;BUTARQUE;0.01;1803;66.14;0.983;0.54;2.86;0.206;140595.84;28.65;35.49;38.32;8.58;24.74;34.12;293.11;50.93;72.99;74.05;13.33;21.08;9.19;217;0.168;0;0
2016;VILLAVERDE;BUTARQUE;0.01;1772;75.86;0.991;0.53;2.83;0.207;117172.34;26.05;35.13;37.69;8.4;23.87;33.69;296.85;50;86.44;78.3;11.77;18.83;8.03;276;0.177;0;0
2017;LATINA;CAMPAMENTO;0.03;1949;77.29;0.817;0.83;2.58;0.277;109241.09;20.42;45.93;45.64;24.05;34.18;189.27;52.84;58.11;82.61;98.31;16.3;24.46;11.26;201;0.224;0;0
2019;LATINA;CAMPAMENTO;0.03;2237;71.63;0.816;0.83;2.61;0.278;125208.63;20.98;45.83;45.54;23.95;37.25;182.63;54.75;58.87;82.52;101.27;18.63;27.27;13.49;185;0.204;0;0
2018;LATINA;CAMPAMENTO;0.03;2174;78.17;0.816;0.83;2.59;0.276;127179.51;20.65;45.9;45.63;24.01;36.23;185.24;53.98;58.64;82.05;100.9;17.04;25.72;11.99;207;0.214;0;0
2016;LATINA;CAMPAMENTO;0.03;1770;74.04;0.817;0.83;2.6;0.269;121243.77;20.46;45.86;45.42;24.2;31.66;193.25;51.75;58.02;85.46;100.13;15.85;23.7;10.72;141;0.233;0;0
2017;HORTALEZA;CANILLAS;0.14;2713;89.42;0.752;7.93;2.55;0.252;191232.65;160.55;46.92;47.82;25.93;29.38;210.53;47.5;61.93;74.51;95.67;7.91;13.02;4.45;314;0.202;0;0
2019;HORTALEZA;CANILLAS;0.14;3241;85.09;0.748;8.02;2.53;0.261;203575.38;160.86;47.34;48.22;26.27;30.51;214.68;46.58;62.63;72.38;95.01;9.03;14.54;5.22;299;0.184;0;0
2018;HORTALEZA;CANILLAS;0.14;3285;87.18;0.749;8;2.55;0.255;191733.98;161.06;47.12;47.99;26.15;30.19;211.64;47.25;62.6;73.26;93.44;8.49;13.78;4.8;360;0.193;0;0
2016;HORTALEZA;CANILLAS;0.14;2521;81.88;0.752;7.9;2.56;0.252;160357.97;160.87;46.63;47.46;25.52;28.49;205.27;48.72;61.17;76.11;96.58;7.77;12.59;4.25;249;0.209;0;0
2017;SAN BLAS-CANILLEJAS;CANILLEJAS;0.04;2033;78.67;0.892;8.98;2.62;0.25;117853.16;177.9;45.52;45.72;22.95;33.15;178;56.18;55.85;79.11;93.61;13.25;20.82;7.74;272;0.256;0;0
