N_ANNO;DISTRITO;Nombre_Barrio;RATIO_AIRBNB_HECTAREA;PRECIO_M2;SUPERFCIE_M2;RATIO_PUERTA;RATIO_LOCAL_HECTAREA;TAM_HOGAR_MEDIO;RATIO_HOGARES_1PER;HIPOT_MEDIA;DENSIDAD_HAB;EDAD_PROMEDIO;EDAD_MEDIANA;PROPOR_ENVEJECIMIENTO;PROPOR_DESOBREENVEJECIMIENTO;IND_ENVEJECIMIENTO;IND_JUVENTUD;IND_DEPENDENCIA;IND_ESTRUCTURA_POBLA_ACTIVA;RZ_PROGRESIVIDAD_DEMO;PROPOR_EXTRANJEROS;PROPOR_NACIDOS_FUERA_ESPAÑA;PROPOR_INMIG_EXTRANJ;TOTAL_COMPRAVENTA;SIN_ESTUDIOS;CLUSTER_JERAR;CLUSTER_KNN
2019;SAN BLAS-CANILLEJAS;CANILLEJAS;0.04;2360;80.56;0.891;9;2.61;0.26;148576.12;178.91;45.77;46.09;23.24;33.71;180.39;55.44;56.54;78.74;98.3;15.12;23.16;9.48;312;0.238;0;0
2018;SAN BLAS-CANILLEJAS;CANILLEJAS;0.04;2100;77.17;0.891;9;2.61;0.254;130141.62;178.5;45.64;45.84;23.16;34.04;180.49;55.41;56.22;79.63;92.07;14.3;21.94;8.75;266;0.247;0;0
2016;SAN BLAS-CANILLEJAS;CANILLEJAS;0.04;1748;79.19;0.896;8.94;2.64;0.245;107098.04;178.24;45.3;45.51;22.78;31.88;175.89;56.85;55.6;80.96;90.5;12.91;20.14;7.59;257;0.264;0;0
2017;MONCLOA-ARAVACA;CASA DE CAMPO;0.04;3469;81.28;0.671;0.42;2.32;0.358;170746.18;7.35;48.17;49.04;25.03;44.74;237.2;42.16;55.23;70.35;119.44;7.69;12.67;4.01;134;0.129;0;0
2019;MONCLOA-ARAVACA;CASA DE CAMPO;0.04;3469;83.48;0.664;0.42;2.32;0.353;228599.27;7.44;48.23;49.3;25.01;43.98;246.88;40.5;54.18;72.49;120.87;8.57;13.7;4.55;108;0.116;0;0
2018;MONCLOA-ARAVACA;CASA DE CAMPO;0.04;3712;88.77;0.667;0.42;2.31;0.356;197544.91;7.39;48.13;49.09;24.91;45.18;242.2;41.29;54.32;72.71;122.63;8.03;13.09;4.27;119;0.123;0;0
2016;MONCLOA-ARAVACA;CASA DE CAMPO;0.04;3012;92.41;0.676;0.41;2.34;0.355;183374.63;7.37;47.99;48.7;24.95;43.83;231.94;43.12;55.55;70.83;110.11;7.61;12.62;4.02;114;0.137;0;0
2017;BARAJAS;CASCO HISTÓRICO DE BARAJAS;0.49;2993;69.7;0.902;9.47;2.4;0.314;124499.02;133.11;44.26;43.2;18.28;36.28;156.01;64.1;42.86;88.2;118.01;16.87;25.68;9.72;69;0.23;0;0
2019;BARAJAS;CASCO HISTÓRICO DE BARAJAS;0.49;3104;74.42;0.9;9.5;2.43;0.308;161594.79;137.7;44.15;43.22;18.31;34.01;152.2;65.7;43.55;86.55;112.59;18.35;27.56;11.45;72;0.203;0;0
2018;BARAJAS;CASCO HISTÓRICO DE BARAJAS;0.49;3242;75.99;0.9;9.5;2.39;0.315;158692.62;133.53;44.41;43.41;18.54;35.66;159.81;62.57;43.14;86.64;113.46;17.28;26.24;10.17;99;0.219;0;0
2016;BARAJAS;CASCO HISTÓRICO DE BARAJAS;0.49;2672;65.21;0.904;9.45;2.41;0.308;99830.22;132.51;44.12;43.01;18.35;36.98;156.62;63.85;43;91.18;119.22;16.32;24.75;9.45;63;0.236;0;0
2017;VILLA DE VALLECAS;CASCO HISTÓRICO DE VALLECAS;0.01;1731;69.14;0.633;1.05;2.55;0.297;110707.08;16.26;36.4;37.39;9.98;32.45;45.81;218.27;46.54;105.41;122.15;11.12;17.34;7.26;524;0.202;0;0
2019;VILLA DE VALLECAS;CASCO HISTÓRICO DE VALLECAS;0.01;2018;78.37;0.618;0.9;2.71;0.255;111565.14;9.36;41.19;41.42;16.52;34.1;95.51;104.7;51.12;83.75;91.18;16.3;23.42;11.52;321;0.304;0;0
2018;VILLA DE VALLECAS;CASCO HISTÓRICO DE VALLECAS;0.01;1913;63.58;0.62;0.89;2.7;0.252;98842.79;9.23;40.96;41.15;16.57;33.69;93.13;107.38;52.34;84.97;89.57;15.05;21.79;10.16;326;0.315;0;0
2016;VILLA DE VALLECAS;CASCO HISTÓRICO DE VALLECAS;0.01;1543;79.49;0.637;1.04;2.54;0.299;115530.41;15.74;36.25;37.01;9.94;31.83;46.39;215.55;45.72;116.3;128.05;10.99;16.98;7.05;895;0.208;0;0
2017;VICÁLVARO;CASCO HISTÓRICO DE VICÁLVARO;0.01;2147;60.66;0.853;0.62;2.82;0.211;122089.78;15.71;38.34;41.22;10.99;28.01;50.9;196.47;48.33;60.92;67.44;9.36;13.94;5.16;343;0.18;0;0
2019;VICÁLVARO;CASCO HISTÓRICO DE VICÁLVARO;0.01;2145;64.89;0.896;0.75;2.64;0.264;143057.53;16.2;43.99;43.71;21.35;37.08;141.88;70.48;57.23;81.58;86.02;19.77;26.96;10.88;273;0.313;0;0
2018;VICÁLVARO;CASCO HISTÓRICO DE VICÁLVARO;0.01;2338;61.54;0.897;0.75;2.62;0.26;134805.48;15.91;44.11;43.78;22.04;35.59;146.7;68.17;58.87;83.07;85.63;18.85;25.66;9.92;311;0.331;0;0
2016;VICÁLVARO;CASCO HISTÓRICO DE VICÁLVARO;0.01;1545;81.09;0.856;0.62;2.84;0.209;119307.7;15.6;37.78;40.55;10.78;26.88;48.44;206.43;49.29;65.08;71.98;9.37;13.98;5.13;295;0.185;0;0
2017;SALAMANCA;CASTELLANA;1.19;6448;127.95;0.422;29.52;2.47;0.381;471566.84;220.02;45.14;44.17;22.73;36.38;189.37;52.81;53.2;100.38;117.73;15.47;23.28;8.62;273;0.061;1;0
2019;SALAMANCA;CASTELLANA;1.19;7118;159.78;0.411;30.71;2.48;0.378;860943.83;221.42;45.22;44.28;23.15;34.17;198.75;50.32;53.39;102.06;114.36;16.44;24.88;8.32;174;0.052;1;0
2018;SALAMANCA;CASTELLANA;1.19;6922;141.03;0.414;30.44;2.47;0.38;664567.71;219.11;45.28;44.36;23.03;34.54;196.92;50.78;53.2;100.09;111.59;15.51;23.66;8;217;0.056;1;0
2016;SALAMANCA;CASTELLANA;1.19;5445;127.44;0.428;28.98;2.47;0.382;597832.72;217.77;45.2;44.09;22.83;35.94;189.69;52.72;53.53;100.04;118.85;14.62;22.2;8.49;258;0.066;1;0
2017;CHAMARTÍN;CASTILLA;0.13;3590;108.89;0.556;4.45;2.55;0.316;240972.52;76.8;45.26;45.24;22.47;39.72;172.56;57.95;55.01;89.39;94.25;7.96;13.76;4.51;140;0.08;0;0
2019;CHAMARTÍN;CASTILLA;0.13;4376;102.9;0.534;4.67;2.54;0.322;246574.2;78.1;45.14;44.91;22.59;37.76;167.13;59.83;56.53;89.89;97.47;8.49;14.7;4.82;125;0.068;0;0
2018;CHAMARTÍN;CASTILLA;0.13;4313;107.3;0.543;4.59;2.56;0.315;339316.09;78.06;45.15;44.9;22.33;39.55;169.23;59.09;55.09;90.24;101.68;8.4;14.33;4.81;142;0.072;0;0
2016;CHAMARTÍN;CASTILLA;0.13;3165;95.85;0.575;4.3;2.57;0.312;307099.29;75.89;45.23;45.2;22.47;40.11;170.68;58.59;55.35;87.9;95.97;7.66;13.46;4.5;138;0.087;0;0
2017;TETUÁN;CASTILLEJOS;1.06;3745;87.12;0.578;26.31;2.19;0.403;238703.83;283.56;46.86;45.61;24.25;38.02;242.86;41.18;52.05;94.18;120.67;14.23;22.36;10.18;389;0.102;1;0
2019;TETUÁN;CASTILLEJOS;1.06;4252;86.35;0.568;27.09;2.19;0.405;249043.96;291.1;46.7;45.15;23.79;37.02;243.32;41.1;50.54;97.42;116.93;15.08;23.42;10.78;272;0.089;1;0
2018;TETUÁN;CASTILLEJOS;1.06;4172;91.63;0.571;26.89;2.2;0.404;262764.19;288.97;46.64;45.1;23.96;37.84;241.53;41.4;51.24;98.12;121.09;14.69;22.98;10.53;282;0.094;1;0
2016;TETUÁN;CASTILLEJOS;1.06;3476;81.45;0.589;25.77;2.21;0.399;193516.66;280.96;46.91;45.81;24.4;37.72;242.35;41.26;52.58;93.01;125.45;13.95;22.02;10.01;393;0.108;1;0
2017;ARGANZUELA;CHOPERA;1.76;3340;68.67;0.819;15.76;2.35;0.345;138885.8;348.09;46.6;45.67;23.4;39.83;216.12;46.27;52.04;85.75;132.58;13;23.03;10.04;262;0.166;1;0
2019;ARGANZUELA;CHOPERA;1.76;3625;64.53;0.801;16.31;2.33;0.347;160408.56;352.12;46.36;45.03;22.83;39.26;211.98;47.17;50.6;87.38;135.58;13.33;23.24;10.03;94;0.145;1;0
2018;ARGANZUELA;CHOPERA;1.76;3727;70.53;0.805;16.2;2.33;0.348;164657.97;348.7;46.54;45.47;23.2;39.42;215.48;46.41;51.45;85.96;137.73;12.98;22.95;10.04;229;0.157;1;0
2016;ARGANZUELA;CHOPERA;1.76;2649;69.8;0.82;15.73;2.37;0.346;135763.76;350.82;46.36;45.35;23.08;39.83;208.95;47.86;51.8;86.68;129.26;13.27;23.3;10.36;165;0.173;1;0
2017;CHAMARTÍN;CIUDAD JARDÍN;0.72;3924;79.11;0.73;19.51;2.35;0.356;221773.04;240.31;45.87;45.29;23.17;37.5;185.78;53.83;55.39;83.92;112.48;10.98;18.76;7.27;268;0.098;1;0
2019;CHAMARTÍN;CIUDAD JARDÍN;0.72;4563;76.96;0.719;20;2.33;0.361;242399.73;244.55;45.9;45.26;23.11;36.25;188;53.19;54.82;84.59;115.68;11.51;19.25;7.21;223;0.083;1;0
2018;CHAMARTÍN;CIUDAD JARDÍN;0.72;4321;74.43;0.724;19.85;2.34;0.358;235057.47;242.51;45.76;45.15;23.01;36.62;184.32;54.25;55.03;84.65;116.57;11.29;19.15;7.18;281;0.09;1;0
2016;CHAMARTÍN;CIUDAD JARDÍN;0.72;3416;74.4;0.737;19.27;2.36;0.355;236861.46;239.56;45.67;45.04;22.89;37.54;182.37;54.83;54.89;84.77;109.4;10.56;18.42;6.81;245;0.105;1;0
2017;MONCLOA-ARAVACA;CIUDAD UNIVERSITARIA;0.02;3470;107.13;0.875;0.57;2.65;0.307;431075.95;11.26;46.01;46.13;25.3;33.85;196.04;51.01;61.84;89.76;95.02;9.49;14.81;6.58;159;0.074;0;0
2019;MONCLOA-ARAVACA;CIUDAD UNIVERSITARIA;0.02;3652;106.42;0.872;0.57;2.65;0.304;379455.15;11.41;46.11;46.21;25.63;32.94;201.94;49.52;62.15;89.74;95.81;9.69;15.22;6.67;101;0.065;0;0
2018;MONCLOA-ARAVACA;CIUDAD UNIVERSITARIA;0.02;3998;114.82;0.874;0.57;2.64;0.309;444119.75;11.3;46.13;46.32;25.48;33.23;199.81;50.05;61.91;90.2;87.91;9.32;14.8;6.32;146;0.07;0;0
2016;MONCLOA-ARAVACA;CIUDAD UNIVERSITARIA;0.02;3055;114.22;0.88;0.56;2.66;0.304;252696.1;11.24;45.89;45.97;25.06;33.72;193.59;51.66;61.32;89.5;93.7;9.72;14.99;6.54;124;0.078;0;0
2017;CIUDAD LINEAL;COLINA;0.27;2724;96.18;0.82;6.54;2.47;0.315;281069.08;109.38;44.9;45.53;22.95;30.68;148.52;67.33;62.34;70.02;97.39;9.59;15.93;4.9;77;0.082;0;0
2019;CIUDAD LINEAL;COLINA;0.27;4660;93.96;0.814;6.63;2.49;0.306;318009.8;114.11;44.59;45.02;22.53;30.58;144.77;69.08;61.53;75.97;98.37;10.11;17.07;5.26;77;0.07;0;0
2018;CIUDAD LINEAL;COLINA;0.27;3000;102.5;0.813;6.59;2.49;0.3;328386.03;112.35;44.74;45.17;22.76;30.33;147.83;67.65;61.69;73.46;93.89;9.57;16.4;4.9;65;0.075;0;0
2016;CIUDAD LINEAL;COLINA;0.27;3158;92.72;0.82;6.54;2.49;0.308;184554.59;108.99;44.73;45.22;22.75;29.9;145.95;68.52;62.19;72.13;100.66;9.46;15.87;4.38;67;0.086;0;0
2017;CARABANCHEL;COMILLAS;0.89;2273;66.47;0.841;20.25;2.35;0.346;117626.64;331.62;46.67;46.22;24.49;39.02;211.91;47.19;56.37;85.23;102.84;16.09;26.26;11.73;194;0.224;0;0
2019;CARABANCHEL;COMILLAS;0.89;2702;65.06;0.838;20.42;2.35;0.345;119310.54;336.33;46.66;46.01;23.96;38.67;215.41;46.42;54.05;85.05;107.12;18.14;28.59;13.25;143;0.2;0;0
2018;CARABANCHEL;COMILLAS;0.89;2367;68.4;0.837;20.4;2.35;0.345;109387.47;334.01;46.71;46.22;24.3;38.96;215.46;46.41;55.22;84.89;99.28;16.75;27.1;12.25;145;0.213;0;0
2016;CARABANCHEL;COMILLAS;0.89;1805;67.95;0.842;20.21;2.38;0.337;94883.13;334.16;46.4;45.92;24.22;38.8;208.51;47.96;55.87;86.45;106.93;15.89;25.88;11.7;93;0.234;0;0
2017;CIUDAD LINEAL;CONCEPCIÓN;0.46;2448;64.86;0.823;17.19;2.29;0.369;140870.7;231.76;46.89;46.84;24.52;44.69;193.28;51.74;59.26;76.29;96.25;12.37;21.2;7.85;276;0.148;0;0
2019;CIUDAD LINEAL;CONCEPCIÓN;0.46;3259;64.27;0.821;17.34;2.3;0.371;165132.23;235.42;46.82;46.77;23.81;43.79;193.87;51.58;56.46;76.53;100.38;13.8;23.05;9.2;205;0.132;0;0
2018;CIUDAD LINEAL;CONCEPCIÓN;0.46;3142;67.25;0.822;17.32;2.3;0.37;165893.4;234.82;46.92;46.93;24.22;44.18;194.78;51.34;57.87;75.44;97.65;13.32;22.32;8.73;25;0.14;0;0
2016;CIUDAD LINEAL;CONCEPCIÓN;0.46;2464;62.28;0.824;17.15;2.31;0.365;126266.58;230.69;46.86;46.72;24.73;44.4;196.04;51.01;59.6;78.39;98.32;12.32;20.64;7.67;202;0.157;0;0
2017;BARAJAS;CORRALEJOS;0.01;2993;116.75;0.279;0.82;2.95;0.202;238743.11;15.74;36.6;40.62;10.05;31.71;37.33;267.88;58.7;51.76;75.94;6.55;11.25;2.25;72;0.072;0;0
2019;BARAJAS;CORRALEJOS;0.01;3476;121.94;0.268;0.88;2.96;0.202;270852.5;16.32;37.48;41.4;10.05;31.38;40.02;249.87;54.23;51.16;68.95;6.65;11.53;2.54;64;0.068;0;0
2018;BARAJAS;CORRALEJOS;0.01;3242;117;0.269;0.86;2.96;0.196;282280.08;16.04;36.98;40.89;10.01;29.65;38.68;258.51;56;52.63;69.79;6.48;11.3;2.44;106;0.066;0;0
2016;BARAJAS;CORRALEJOS;0.01;3331;99.46;0.287;0.8;2.99;0.195;184866.96;15.59;36.15;40.05;9.79;30.49;35.77;279.58;59.18;55.77;83.87;6.66;11.1;2.32;81;0.074;0;0
2017;CENTRO;CORTES;12.06;4842;91.92;0.692;29.85;1.95;0.499;248911.18;177.76;44.99;43.31;16.85;35.48;223.02;44.84;32.29;91.87;139.35;20.89;29.82;8.74;288;0.102;1;0
2019;CENTRO;CORTES;12.06;5272;74.02;0.661;31.39;1.94;0.49;263389.83;177.13;44.96;43.22;16.96;32.68;233.33;42.86;31.97;93.05;151.24;23.08;32.14;9.9;198;0.083;1;0
2018;CENTRO;CORTES;12.06;5106;89.71;0.677;30.63;1.94;0.498;311683.2;177.93;45.14;43.6;16.87;34.1;232.29;43.05;31.82;89.09;145.27;21.96;30.76;9.27;228;0.092;1;0
2016;CENTRO;CORTES;12.06;3616;87.19;0.696;29.65;1.98;0.489;201457.89;179.46;44.7;42.94;16.66;35.37;209.96;47.63;32.63;93.5;121.86;20.55;29.64;8.77;235;0.107;1;0
2017;CIUDAD LINEAL;COSTILLARES;0.2;3648;110.77;0.635;4.11;2.79;0.236;261702.33;153.73;43.21;44.72;20.71;26.61;123.59;80.92;59.9;73.78;86.49;4.79;10.01;2.36;148;0.061;0;0
2019;CIUDAD LINEAL;COSTILLARES;0.2;4267;108.23;0.615;4.29;2.77;0.24;258960.04;154.21;44.08;45.68;21.85;27.75;139.54;71.66;60.04;73.87;86.22;5.19;10.61;2.78;159;0.057;0;0
2018;CIUDAD LINEAL;COSTILLARES;0.2;3989;113.12;0.616;4.27;2.78;0.239;290394.22;154.28;43.7;45.36;21.39;27.69;131.75;75.9;60.32;73.34;89.13;4.99;10.29;2.53;357;0.06;0;0
2016;CIUDAD LINEAL;COSTILLARES;0.2;3386;109.5;0.645;4.02;2.82;0.233;248266.65;153.91;42.82;44.27;20.18;24.97;118.27;84.55;59.37;74.06;81.56;4.8;9.88;2.33;111;0.064;0;0
2017;TETUÁN;CUATRO CAMINOS;1.06;3841;84.47;0.553;28.9;2.29;0.386;207319.69;286.39;45.91;44.58;23.06;38.01;209.73;47.68;51.63;95.53;117.08;13.8;22.54;10.2;575;0.105;1;0
2019;TETUÁN;CUATRO CAMINOS;1.06;4362;85.12;0.534;30.08;2.3;0.381;233507.76;292.04;45.7;44.09;22.65;36.72;210.87;47.42;50.14;98.69;116.16;14.9;23.63;11.01;511;0.093;1;0
2018;TETUÁN;CUATRO CAMINOS;1.06;4115;85.28;0.539;29.79;2.3;0.383;236971.31;289.05;45.79;44.29;22.96;37.52;209.29;47.78;51.36;97.36;117.28;14.12;23;10.45;484;0.1;1;0
2016;TETUÁN;CUATRO CAMINOS;1.06;3296;80.15;0.563;28.38;2.29;0.384;195737.46;283.85;45.95;44.65;23.12;38.32;212.6;47.04;51.5;95.54;115.37;13.68;22.48;10;480;0.111;1;0
2017;LATINA;CUATRO VIENTOS;0.24;1977;96.44;0.59;0.37;2.61;0.321;165422.99;10.07;34.94;37.79;6.51;24.44;27.47;364.04;43.29;85.69;112.56;5.58;10.94;3.47;34;0.106;0;0
2019;LATINA;CUATRO VIENTOS;0.24;2299;69.75;0.586;0.37;2.62;0.316;107205.51;10.59;35.53;38.89;6.16;18.36;26.2;381.64;42.17;69.45;80.91;6.18;12.21;4.11;28;0.094;0;0
2018;LATINA;CUATRO VIENTOS;0.24;2307;72.23;0.586;0.37;2.6;0.322;161655.81;10.43;35.22;38.25;6.23;19.26;26.6;375.92;42.19;78.01;90.61;5.97;11.71;3.76;31;0.098;0;0
2016;LATINA;CUATRO VIENTOS;0.24;1784;90.36;0.574;0.35;2.61;0.32;104353.53;9.69;34.65;37.33;6.5;26.32;27.51;363.45;43.13;94.55;125.55;5.38;10.42;3.37;42;0.111;0;0
2017;ARGANZUELA;DELICIAS;1.21;3566;82.61;0.855;9.05;2.39;0.338;209692.97;258.5;42.64;42.51;16.68;35.77;111.55;89.64;46.28;79.57;109;10.67;18.12;7.31;454;0.115;0;0
2019;ARGANZUELA;DELICIAS;1.21;3904;77.28;0.838;9.29;2.4;0.334;197794.11;262.24;43.05;43.12;16.94;32.82;118.42;84.44;45.45;77.25;105.69;11.39;18.67;7.83;289;0.103;0;0
2018;ARGANZUELA;DELICIAS;1.21;3777;68.91;0.843;9.22;2.39;0.337;210717.01;260.49;42.78;42.73;16.81;34.06;114.48;87.35;45.97;78.79;106.31;10.94;18.42;7.55;285;0.108;0;0
2016;ARGANZUELA;DELICIAS;1.21;3025;76.22;0.858;8.99;2.4;0.337;153045.73;257.08;42.55;42.3;16.63;36.06;111.53;89.67;46.07;81.75;109.43;11.05;18.35;7.67;209;0.124;0;0
2019;VICÁLVARO;EL CAÑAVERAL;0.01;2355;103.12;0.278;0.02;2.49;0.278;166917.59;1.45;32.42;35.23;3.2;10.2;12.96;771.43;38.71;100.91;109.7;8.43;11.7;4.38;568;0.067;0;0
2018;VICÁLVARO;EL CAÑAVERAL;0.01;2227;106.74;0.278;0.02;2.34;0.312;145577.67;0.89;33.3;34.84;3.81;13.89;18.37;544.44;32.54;122.12;124.24;8.25;12.06;4.23;294;0.088;0;0
2017;FUENCARRAL-EL PARDO;EL GOLOSO;0.01;3174;114.53;0.773;0.17;3.28;0.21;268211.08;6.57;32.58;36.07;8.36;53.64;25.01;399.86;71.8;81.49;105.84;4.81;8.19;2.01;335;0.079;0;0
2019;FUENCARRAL-EL PARDO;EL GOLOSO;0.01;3548;128.07;0.717;0.18;3.28;0.2;296790.61;6.99;33.05;36.76;7.91;50;23.76;420.9;70.06;65.2;84.3;5.37;8.9;2.39;171;0.067;0;0
2018;FUENCARRAL-EL PARDO;EL GOLOSO;0.01;3463;118.22;0.718;0.18;3.27;0.204;296540.85;6.78;32.86;36.49;8.19;50.61;24.61;406.33;70.84;71.85;92.17;5.02;8.5;2.13;246;0.073;0;0
2016;FUENCARRAL-EL PARDO;EL GOLOSO;0.01;2824;96.2;0.776;0.16;3.22;0.219;260904.07;6.34;32.24;35.79;8.34;53.46;24.88;401.93;71.99;91.23;117.64;4.78;7.92;2.14;133;0.082;0;0
2017;FUENCARRAL-EL PARDO;EL PARDO;0.02;3174;95.56;0.989;0.01;2.62;0.298;142012.51;0.18;47.88;47.24;26.58;46.56;231.88;43.13;61.39;79.9;114.41;2.98;5.51;1.77;32;0.223;0;0
2019;FUENCARRAL-EL PARDO;EL PARDO;0.02;3548;91.28;0.989;0.01;2.63;0.303;145559.85;0.18;47.61;46.93;25.71;47.18;218.18;45.83;59.98;78.28;110.24;4.08;7.3;2.32;18;0.199;0;0
2018;FUENCARRAL-EL PARDO;EL PARDO;0.02;3463;97.51;0.989;0.01;2.62;0.302;149107.2;0.18;47.66;46.88;26.24;46.53;222.85;44.87;61.34;78.95;108.59;3.44;6.6;2.11;45;0.208;0;0
2016;FUENCARRAL-EL PARDO;EL PARDO;0.02;2824;83.23;0.989;0.01;2.62;0.301;145559.85;0.18;48.3;47.62;27.23;46.14;253.17;39.5;61.25;82.16;95.08;3.05;5.6;2.1;26;0.238;0;0
2017;MONCLOA-ARAVACA;EL PLANTÍO;0.01;3915;182.48;0.244;1.22;3.28;0.166;584908.6;7.71;41.82;43.09;19.19;27.97;94.39;105.94;65.35;72.61;88.7;7.43;13.6;4.23;25;0.076;0;0
2019;MONCLOA-ARAVACA;EL PLANTÍO;0.01;2638;192.11;0.249;1.26;3.28;0.175;486790.14;7.96;42.01;43.94;19.3;25.28;97.48;102.58;64.21;70.32;78.98;9.29;15.49;5.52;18;0.058;0;0
2018;MONCLOA-ARAVACA;EL PLANTÍO;0.01;4221;180.88;0.251;1.26;3.22;0.184;546819.67;7.71;41.9;43.51;19.67;25.61;98.71;101.31;65.55;72.95;67.51;8.09;14.23;4.67;24;0.064;0;0
2016;MONCLOA-ARAVACA;EL PLANTÍO;0.01;3401;116.28;0.244;1.21;3.18;0.182;302997.66;7.3;41.73;43.05;18.14;21.84;96.49;103.64;58.56;75.38;81.94;8.47;14.99;4.85;14;0.069;0;0
2017;SAN BLAS-CANILLEJAS;EL SALVADOR;0.08;3265;115.51;0.667;1.91;2.67;0.246;238342.6;60.51;44.92;47.93;19.5;33.66;147.83;67.64;48.58;66.02;93.02;7.01;12.05;3.4;76;0.109;0;0
2019;SAN BLAS-CANILLEJAS;EL SALVADOR;0.08;3074;106.73;0.639;2.03;2.64;0.247;245569.86;60.37;45.7;48.82;20.72;33.67;175.65;56.93;48.19;69.43;101.67;7.92;13.07;4.23;85;0.098;0;0
2018;SAN BLAS-CANILLEJAS;EL SALVADOR;0.08;2595;118.83;0.652;1.97;2.65;0.244;244706.24;60.03;45.45;48.63;20.26;33.54;166.21;60.17;48.05;68.04;102.26;7.19;12.18;3.72;103;0.103;0;0
2016;SAN BLAS-CANILLEJAS;EL SALVADOR;0.08;2880;107.83;0.669;1.88;2.68;0.243;186663.96;60.79;44.53;47.47;19.13;33.47;142.66;70.1;48.25;66.96;89.28;6.82;11.95;3.17;60;0.116;0;0
2017;CHAMARTÍN;EL VISO;0.29;5241;155.25;0.563;8.83;2.82;0.291;701246.37;99.82;44.17;44.16;21.3;37.18;147.01;68.02;55.74;86.66;127.75;10.81;17.43;5.95;187;0.056;0;0
2019;CHAMARTÍN;EL VISO;0.29;6263;136.43;0.549;9.12;2.84;0.285;629782.58;101.23;44.4;44.36;21.64;36.07;152.55;65.55;55.85;87.41;112.77;11.02;18.18;6.2;173;0.052;0;0
2018;CHAMARTÍN;EL VISO;0.29;5813;153.15;0.552;9.06;2.83;0.286;561721.39;100.31;44.27;44.25;21.47;36.81;149.82;66.75;55.76;87.35;118.61;10.58;17.54;5.77;190;0.054;0;0
2016;CHAMARTÍN;EL VISO;0.29;4919;153;0.567;8.72;2.83;0.286;535766.36;99.57;44.2;44.01;21.32;36.91;150.73;66.35;54.95;88.61;125.76;11.15;17.92;6.18;155;0.057;0;0
2017;CENTRO;EMBAJADORES;16.48;4017;56.08;0.819;38.08;2.05;0.475;164310.38;431.74;42.85;40.78;14.54;38.09;157.45;63.51;31.18;105.44;116.45;24.57;33.26;16.02;981;0.168;1;0
