N_ANNO;DISTRITO;Nombre_Barrio;RATIO_AIRBNB_HECTAREA;PRECIO_M2;SUPERFCIE_M2;RATIO_PUERTA;RATIO_LOCAL_HECTAREA;TAM_HOGAR_MEDIO;RATIO_HOGARES_1PER;HIPOT_MEDIA;DENSIDAD_HAB;EDAD_PROMEDIO;EDAD_MEDIANA;PROPOR_ENVEJECIMIENTO;PROPOR_DESOBREENVEJECIMIENTO;IND_ENVEJECIMIENTO;IND_JUVENTUD;IND_DEPENDENCIA;IND_ESTRUCTURA_POBLA_ACTIVA;RZ_PROGRESIVIDAD_DEMO;PROPOR_EXTRANJEROS;PROPOR_NACIDOS_FUERA_ESPAÑA;PROPOR_INMIG_EXTRANJ;TOTAL_COMPRAVENTA;SIN_ESTUDIOS;CLUSTER_JERAR;CLUSTER_KNN
2016;SAN BLAS-CANILLEJAS;REJAS;0.03;2505;99.14;0.641;1.73;2.44;0.317;173156.65;30.5;38.03;38.77;11.8;45.24;55.98;178.63;49.01;91.17;104.88;13.35;20.69;7.96;237;0.115;0;0
2017;CHAMBERÍ;RÍOS ROSAS;0.95;4726;93.64;0.663;18.6;2.26;0.387;258355.67;274.99;45.91;44.58;23.42;38.55;202.45;49.4;53.82;95.3;109.8;10.33;17.39;5.86;403;0.085;1;0
2019;CHAMBERÍ;RÍOS ROSAS;0.95;5001;85.06;0.654;18.93;2.26;0.389;290428.96;280.72;45.8;44.45;23.32;37.1;202.54;49.37;53.46;95.73;112.09;11.09;18.28;6.17;329;0.072;1;0
2018;CHAMBERÍ;RÍOS ROSAS;0.95;5044;91.99;0.657;18.83;2.25;0.391;311373.48;277.31;45.89;44.54;23.38;38.05;201.37;49.66;53.81;94.32;117.71;10.63;17.73;5.9;394;0.078;1;0
2016;CHAMBERÍ;RÍOS ROSAS;0.95;3920;75.96;0.667;18.48;2.27;0.38;221568.95;274.6;45.89;44.55;23.25;38.6;200.32;49.92;53.51;94.1;113.01;10.36;17.54;5.86;392;0.09;1;0
2017;SAN BLAS-CANILLEJAS;ROSAS;0.01;2854;95.68;0.977;0.99;2.88;0.177;183538.62;33.89;40.1;44.02;12.43;27.31;60.96;164.04;48.83;52.1;68.77;4.62;8.58;2.14;152;0.126;0;0
2019;SAN BLAS-CANILLEJAS;ROSAS;0.01;3121;86.45;0.954;1.01;2.86;0.186;162724.9;34.07;41.3;45.43;13.5;27.86;76.42;130.85;45.25;56.89;72.34;5.46;9.5;2.98;137;0.119;0;0
2018;SAN BLAS-CANILLEJAS;ROSAS;0.01;2993;90.4;0.955;1.01;2.87;0.181;191567.28;33.95;40.78;45.02;13.11;27.48;68.97;144.98;47.3;54.13;71.57;4.82;8.75;2.44;170;0.123;0;0
2016;SAN BLAS-CANILLEJAS;ROSAS;0.01;2574;91.44;0.979;0.98;2.89;0.179;150773.03;33.9;39.38;43.02;11.76;26.63;54.47;183.57;50.06;51.77;62.97;4.85;8.61;2.24;104;0.127;0;0
2017;VILLAVERDE;SAN ANDRÉS;0.03;1390;67.76;0.9;3.56;2.71;0.249;99996.45;46.95;42.21;42.55;17.8;38.14;108.76;91.95;51.91;80.19;90.42;16.99;25.98;12.74;209;0.323;0;0
2016;VILLAVERDE;SAN ANDRÉS;0.03;1291;69.3;0.899;3.54;2.72;0.251;99996.45;46.64;42.06;42.23;17.99;36.11;109.69;91.16;52.4;82.97;89.43;16.51;25.17;12.22;1130;0.332;0;0
2017;VILLAVERDE;SAN CRISTÓBAL;0.06;1043;63.09;0.886;3.42;3.03;0.255;58487.58;140.3;39.18;38.45;14.35;52.46;72.97;137.04;51.54;99.64;103.16;28.49;46.55;25.01;209;0.359;0;0
2019;VILLAVERDE;SAN CRISTÓBAL;0.06;1467;62.92;0.886;3.42;3.14;0.246;83013.39;148.29;38.62;37.73;12.81;51.09;66.81;149.68;47.05;102.56;106.93;32.18;50.37;29.07;293;0.32;0;0
2018;VILLAVERDE;SAN CRISTÓBAL;0.06;1252;61.73;0.886;3.41;3.06;0.247;70411.1;143.17;39.05;38.3;13.74;52.44;71.38;140.09;49.25;100.58;105.73;30.21;48.46;26.89;248;0.342;0;0
2016;VILLAVERDE;SAN CRISTÓBAL;0.06;961;61.73;0.886;3.42;3.03;0.259;108567.17;139.56;39.26;38.44;14.91;51.8;76.89;130.05;52.23;102.49;100.72;27.5;45.35;24.02;154;0.371;0;0
2017;PUENTE DE VALLECAS;SAN DIEGO;0.7;1564;53.03;0.917;27.05;2.55;0.326;75560.3;366.38;41.38;40.81;15.48;41.28;103.25;96.85;43.84;93.09;99.58;25.03;38.27;20.61;605;0.289;0;0
2019;PUENTE DE VALLECAS;SAN DIEGO;0.7;1928;55.95;0.917;27.16;2.63;0.321;90574.85;389.43;40.88;40.36;14.22;40.62;95.55;104.66;41.05;94.62;109.77;28.89;42.72;24.36;518;0.256;0;0
2018;PUENTE DE VALLECAS;SAN DIEGO;0.7;1783;55.58;0.917;27.14;2.58;0.326;87719.41;376.37;41.18;40.7;14.95;41.3;99.36;100.65;42.84;92.79;104.28;26.32;40.08;22;679;0.273;0;0
2016;PUENTE DE VALLECAS;SAN DIEGO;0.7;1370;52.44;0.919;26.98;2.56;0.325;77429.89;364.09;41.31;40.56;15.83;40.99;104.21;95.96;44.96;95.9;101.9;24.52;37.1;20.04;521;0.302;0;0
2017;USERA;SAN FERMÍN;0.23;1714;77.36;0.863;4.12;2.83;0.232;100127.93;155.39;39.69;40.91;14.47;33.21;74.13;134.9;51.51;76.18;80.87;16.19;25.49;12.77;218;0.278;0;0
2019;USERA;SAN FERMÍN;0.23;2041;78.45;0.854;4.18;2.86;0.232;114882.63;160.4;40.13;41.37;14.25;33.2;77.45;129.11;48.49;75.76;76.99;19.1;28.99;15.36;189;0.258;0;0
2018;USERA;SAN FERMÍN;0.23;1815;76.87;0.854;4.18;2.83;0.235;107537.65;157.31;39.99;41.17;14.53;33.57;76.55;130.63;50.4;75.82;74.72;17.49;27.2;13.96;222;0.268;0;0
2016;USERA;SAN FERMÍN;0.23;1459;79.07;0.865;4.11;2.84;0.231;100869.35;154.77;39.32;40.42;14.4;31.86;71.67;139.53;52.67;79.32;80.74;15.51;24.55;11.87;148;0.288;0;0
2017;CARABANCHEL;SAN ISIDRO;0.41;1801;67.16;0.864;11.36;2.55;0.307;100653.8;199.84;43.87;43.52;19.73;38.81;142.22;70.31;50.6;83.92;101.58;17.76;27.79;13.04;426;0.279;0;0
2019;CARABANCHEL;SAN ISIDRO;0.41;2303;67.69;0.86;11.43;2.58;0.306;115202.19;205.11;43.89;43.59;19.29;38.05;144.95;68.99;48.35;83.96;99.07;19.84;30.68;15.09;378;0.251;0;0
2018;CARABANCHEL;SAN ISIDRO;0.41;2084;65.71;0.862;11.4;2.57;0.305;116905.7;202.99;43.87;43.62;19.48;38.7;143.39;69.74;49.42;83.53;100.37;18.71;29.18;14.07;451;0.265;0;0
2016;CARABANCHEL;SAN ISIDRO;0.41;1665;67.81;0.865;11.3;2.56;0.303;101397.24;199.18;43.84;43.41;19.97;38.02;142.89;69.98;51.4;85.34;97.5;17.06;26.67;12.36;334;0.289;0;0
2017;CIUDAD LINEAL;SAN JUAN BAUTISTA;0.24;3747;108.13;0.584;5.73;2.59;0.284;277275.54;122.34;43.88;44.81;21.2;31.69;135.09;74.03;58.47;74.59;87.88;8.33;13.88;4.46;131;0.083;0;0
2019;CIUDAD LINEAL;SAN JUAN BAUTISTA;0.24;4288;105.86;0.571;5.91;2.57;0.284;252055.93;123.53;44.19;45.31;21.53;33.47;138.25;72.33;59.01;73.43;94.46;9.55;15.06;5.18;125;0.072;0;0
2018;CIUDAD LINEAL;SAN JUAN BAUTISTA;0.24;3894;108.78;0.573;5.89;2.58;0.285;263946.55;123;43.93;44.88;21.24;33.62;135.3;73.91;58.58;75.04;95.27;8.72;14.05;4.78;2324;0.077;0;0
2016;CIUDAD LINEAL;SAN JUAN BAUTISTA;0.24;3800;104.84;0.594;5.61;2.59;0.289;229238.78;121.7;43.65;44.65;20.96;30.63;132.05;75.73;58.33;74.53;83.22;8.03;13.53;4.3;99;0.088;0;0
2017;CIUDAD LINEAL;SAN PASCUAL;0.2;3178;82.42;0.668;8.86;2.42;0.305;189346.41;171.95;46.94;48.16;25.61;32.59;202.8;49.31;61.91;74.82;96.95;7.61;13.14;4.66;177;0.165;0;0
2019;CIUDAD LINEAL;SAN PASCUAL;0.2;3402;76.18;0.657;9.11;2.41;0.314;188547.24;172.22;47.33;48.53;26.16;33.42;207.71;48.14;63.26;70.74;93.82;8.09;14.29;5.1;142;0.153;0;0
2018;CIUDAD LINEAL;SAN PASCUAL;0.2;3471;80.08;0.658;9.07;2.41;0.313;196667.7;171.63;47.2;48.37;25.97;33.23;207.34;48.23;62.58;72.99;90.46;7.77;13.68;4.79;157;0.16;0;0
2016;CIUDAD LINEAL;SAN PASCUAL;0.2;3032;81.49;0.679;8.69;2.44;0.303;167780.56;171.81;46.73;47.96;25.26;31.78;199;50.25;61.17;74.88;96.41;7.55;12.85;4.66;148;0.172;0;0
2017;VILLA DE VALLECAS;SANTA EUGENIA;0.02;1915;90.96;0.825;2.62;2.73;0.197;120515.31;115.99;44.81;46.6;19.64;24.56;166.98;59.89;45.78;76.37;96.69;9.31;12.96;2.79;165;0.188;0;0
2019;VILLA DE VALLECAS;SANTA EUGENIA;0.02;2285;88.23;0.812;2.68;2.72;0.204;141337.53;116.95;45.53;47.29;21.26;24.5;181.66;55.05;49.17;74.67;95.08;10.32;14.1;3.71;202;0.177;0;0
2018;VILLA DE VALLECAS;SANTA EUGENIA;0.02;2143;89.23;0.813;2.67;2.74;0.2;144459.64;116.79;45.12;46.88;20.42;24.62;172.76;57.88;47.56;75.58;97.24;9.85;13.61;3.26;168;0.181;0;0
2016;VILLA DE VALLECAS;SANTA EUGENIA;0.02;1629;89.73;0.83;2.6;2.77;0.194;118717.13;117.24;44.2;45.86;18.72;24.64;153.63;65.09;44.74;77.89;99.08;9.6;13.01;2.78;128;0.194;0;0
2017;SAN BLAS-CANILLEJAS;SIMANCAS;0.19;2308;73.11;0.507;10.14;2.5;0.315;114535.2;116.37;42.71;42.91;17;47.39;106.33;94.05;49.22;75.16;81.94;13.88;23.19;9.04;419;0.222;0;0
2019;SAN BLAS-CANILLEJAS;SIMANCAS;0.19;2600;67.49;0.493;10.58;2.57;0.306;148178.73;122.64;42.5;42.74;15.92;45.8;101.93;98.11;46.08;75.73;85.48;16.85;27.23;11.67;380;0.197;0;0
2018;SAN BLAS-CANILLEJAS;SIMANCAS;0.19;2511;72.06;0.496;10.49;2.54;0.311;150431.56;119.67;42.56;42.81;16.41;46.7;103.42;96.69;47.67;75.85;81.61;15.26;25.35;10.21;498;0.21;0;0
2016;SAN BLAS-CANILLEJAS;SIMANCAS;0.19;2153;68;0.515;9.97;2.5;0.319;112649.46;115.24;42.62;42.67;17.29;47.13;107.79;92.77;50;77.21;87.28;13.51;22.49;8.8;330;0.231;0;0
2017;CENTRO;SOL;19.94;5027;97.13;0.577;55.33;1.95;0.499;252787.89;164.85;44.54;42.64;16.84;32.52;238.61;41.91;31.39;98.12;126.92;25.02;35.76;11.29;127;0.101;1;0
2019;CENTRO;SOL;19.94;5110;94.61;0.558;57.47;1.97;0.492;350526.34;164.77;44.61;42.69;17.05;31.57;244.34;40.93;31.63;99;119.21;27.37;37.73;13.7;84;0.088;1;0
2018;CENTRO;SOL;19.94;5263;101.61;0.568;56.41;1.93;0.505;274415.53;161.71;44.73;42.76;17.16;31.88;244.27;40.94;31.91;98.36;121.85;25.07;35.72;11.79;114;0.096;1;0
2016;CENTRO;SOL;19.94;3788;76.52;0.582;54.77;1.97;0.49;192051.59;166.67;44.08;42.02;16.49;33.42;228.36;43.79;31.08;103.67;107.65;25.46;35.96;11.78;107;0.107;1;0
2017;BARAJAS;TIMÓN;0.03;2993;87.55;0.929;0.63;2.65;0.256;162664.91;21.64;37.77;38.82;10.27;30.83;50.51;197.97;44.09;85.91;123.46;8.63;14.14;4.29;89;0.118;0;0
2019;BARAJAS;TIMÓN;0.03;3088;77.08;0.898;0.67;2.67;0.257;233200.65;24.32;37.77;39.03;10.2;30.72;48.6;205.78;45.3;81.83;113.43;9.93;15.79;5.75;125;0.109;0;0
2018;BARAJAS;TIMÓN;0.03;3242;78.61;0.897;0.67;2.67;0.255;175252.7;23.06;37.55;38.66;10.11;30.98;48.25;207.24;45.06;85.4;119.04;9.29;15.14;5.19;155;0.114;0;0
2016;BARAJAS;TIMÓN;0.03;2672;71.4;0.937;0.62;2.63;0.263;153458;20.79;37.74;38.58;10.14;31.28;51.02;196;42.88;89.93;112.24;8.7;13.98;4.34;180;0.126;0;0
2017;CHAMBERÍ;TRAFALGAR;4.92;4855;85.71;0.725;34.91;2.12;0.436;261797.73;400.67;45.33;43.59;21.07;38.33;192.4;51.97;47.11;94.66;112.48;11.99;19.5;6.16;466;0.091;1;0
2019;CHAMBERÍ;TRAFALGAR;4.92;5569;75.76;0.716;35.4;2.11;0.439;266986.35;403.61;45.37;43.59;21.23;35.25;204.45;48.91;46.22;96.69;110.89;13.3;20.89;6.89;350;0.08;1;0
2018;CHAMBERÍ;TRAFALGAR;4.92;5387;79.89;0.719;35.24;2.11;0.438;257633.65;400.78;45.4;43.67;21.18;37.07;199.12;50.22;46.65;95.28;118.9;12.44;19.94;6.26;396;0.085;1;0
2016;CHAMBERÍ;TRAFALGAR;4.92;4047;79.65;0.73;34.58;2.13;0.432;226664.12;400.68;45.44;43.71;21.32;38.72;197.92;50.53;47.26;95.55;115.15;11.91;19.6;6.04;348;0.098;1;0
2017;CENTRO;UNIVERSIDAD;13.73;4639;66.19;0.743;35.99;1.96;0.493;204767.74;323.93;44.11;41.8;16.74;37.19;198.72;50.32;33.63;103.55;102.36;20.26;29.91;10.93;674;0.11;1;0
2019;CENTRO;UNIVERSIDAD;13.73;5282;76.29;0.716;37.5;1.96;0.487;245932.05;334.64;43.98;41.65;16.29;35.08;202.75;49.32;32.14;104.58;116.34;21.58;30.77;11.6;612;0.093;1;0
2018;CENTRO;UNIVERSIDAD;13.73;5068;67.4;0.734;36.56;1.96;0.492;214760.6;325.91;44.06;41.79;16.52;35.99;201.1;49.73;32.86;103.49;112.17;20.96;30.42;11.23;609;0.102;1;0
2016;CENTRO;UNIVERSIDAD;13.73;3845;66.1;0.745;35.78;1.97;0.492;203703.24;325.37;44.05;41.6;16.76;37.98;200.12;49.97;33.58;106.3;102.55;20.23;29.93;11.18;555;0.12;1;0
2017;TETUÁN;VALDEACEDERAS;0.39;2541;61.16;0.878;15.52;2.42;0.351;108876.13;216.73;41.76;40.78;15.09;40.32;110.45;90.54;40.36;96.01;115.16;19.83;29.97;15.68;357;0.209;0;0
2019;TETUÁN;VALDEACEDERAS;0.39;3099;62.2;0.876;15.59;2.45;0.347;131951.57;223.66;41.77;40.8;14.55;38.83;110.96;90.12;38.24;96.07;114.53;22.68;33.28;17.99;396;0.185;0;0
2018;TETUÁN;VALDEACEDERAS;0.39;3034;57.64;0.877;15.57;2.44;0.349;124128.76;219.79;41.76;40.88;14.77;39.68;109.57;91.27;39.39;94.54;110.69;21.22;31.65;16.92;373;0.196;0;0
2016;TETUÁN;VALDEACEDERAS;0.39;2262;59.26;0.882;15.45;2.43;0.352;106672.12;214.3;41.71;40.73;15.32;39.29;110.53;90.47;41.21;96.48;116.14;18.87;28.8;14.78;272;0.22;0;0
2019;VICÁLVARO;VALDEBERNARDO;0.01;2355;85.67;0.769;1.22;2.89;0.196;94308.74;69.03;41.21;45.76;10.94;25.87;75.74;132.04;34.01;65.17;78.85;6.12;12.05;3.99;45;0.139;0;0
2018;VICÁLVARO;VALDEBERNARDO;0.01;2227;87.42;0.772;1.22;2.9;0.192;146073.41;69.03;40.5;45.12;10.17;26.94;65.13;153.54;34.73;63.03;74.65;5.71;11.37;3.61;64;0.141;0;0
2017;HORTALEZA;VALDEFUENTES;0.03;3203;121.89;0.615;0.78;2.85;0.236;252217.73;30.83;33.86;36.81;6.92;23.98;25.25;396.05;52.24;85.38;103.63;8.29;14.31;4.53;976;0.054;0;0
2019;HORTALEZA;VALDEFUENTES;0.03;2687;120.96;0.577;0.85;2.9;0.223;218433.49;34.54;34.31;37.42;7.31;22.55;26.76;373.62;52.96;75.89;98.98;9.54;15.46;5.3;1052;0.047;0;0
2018;HORTALEZA;VALDEFUENTES;0.03;3541;116.86;0.588;0.83;2.88;0.231;260743.88;32.4;34.09;37.12;7.11;23;25.96;385.16;52.67;79.78;98.01;8.78;14.71;4.85;1426;0.05;0;0
2016;HORTALEZA;VALDEFUENTES;0.03;2856;119.94;0.63;0.75;2.85;0.237;186861.8;29.07;33.64;36.51;6.62;24.16;24.15;414.02;51.55;91.33;107.58;8.05;14.03;4.39;405;0.057;0;0
2017;MONCLOA-ARAVACA;VALDEMARÍN;0.01;4238;176.08;0.633;0.36;3.48;0.201;490833.51;19.42;35.63;37.7;10.35;35.09;35.76;279.67;64.77;64.85;69.53;9.39;14.53;5.47;102;0.061;0;0
2019;MONCLOA-ARAVACA;VALDEMARÍN;0.01;4404;200.71;0.634;0.4;3.52;0.184;697565.91;20.37;36.32;38.11;11.09;32.31;40.19;248.79;63.09;67.98;74.28;9.32;15.05;5.9;62;0.057;0;0
2018;MONCLOA-ARAVACA;VALDEMARÍN;0.01;4413;185.65;0.638;0.39;3.51;0.191;546546.92;19.86;35.95;37.89;10.62;33.72;37.33;267.86;64.16;66.02;68.25;9.47;15.11;5.79;109;0.057;0;0
2016;MONCLOA-ARAVACA;VALDEMARÍN;0.01;3951;171.76;0.649;0.35;3.54;0.192;598409.76;19.16;35.21;37.18;10.01;37.28;33.76;296.21;65.69;67.31;74.4;9.03;14.26;5.15;58;0.065;0;0
2019;VICÁLVARO;VALDERRIVAS;0.01;2355;95.43;0.937;1.23;2.88;0.19;158669.52;282.07;34.79;40.93;5.58;25.17;19.07;524.38;53.52;37.82;50.21;3.58;6.97;1.8;68;0.062;0;0
2018;VICÁLVARO;VALDERRIVAS;0.01;2227;89.09;0.948;1.2;2.88;0.19;145287.21;282.66;33.94;40.36;5.3;22.01;17.5;571.55;55.21;40.14;53.25;3.26;6.57;1.75;100;0.062;0;0
2017;MONCLOA-ARAVACA;VALDEZARZA;0.15;2503;79.83;0.947;6.57;2.43;0.302;145705.57;209.28;46.29;46.37;25;34.14;199.21;50.2;60.12;82.65;98.8;10.26;17.45;7.54;326;0.19;0;0
2019;MONCLOA-ARAVACA;VALDEZARZA;0.15;2989;90.1;0.946;6.64;2.43;0.302;173711.46;212.69;46.34;46.33;24.92;34.78;199.01;50.25;59.86;81.89;103.97;11.2;18.87;8.44;294;0.172;0;0
2018;MONCLOA-ARAVACA;VALDEZARZA;0.15;3175;79.29;0.947;6.63;2.43;0.302;177966.15;210.51;46.34;46.45;24.99;34.72;198.14;50.47;60.28;81.69;105.07;10.41;17.88;7.73;326;0.181;0;0
2016;MONCLOA-ARAVACA;VALDEZARZA;0.15;2367;86.34;0.947;6.57;2.46;0.297;216501.23;210.41;46.06;46.15;24.71;33.14;195.93;51.04;59.56;84.72;102.7;10.21;17.21;7.52;250;0.198;0;0
2017;CHAMBERÍ;VALLEHERMOSO;0.59;4169;110.31;0.652;10.06;2.42;0.357;272939.09;184.98;48.14;48.56;28.13;38.55;243.39;41.09;65.81;81.02;95;6.35;10.82;3.46;228;0.064;0;0
2019;CHAMBERÍ;VALLEHERMOSO;0.59;4544;106.95;0.65;10.3;2.41;0.361;331360.97;189.08;47.81;48.08;27.76;37.41;241;41.49;64.7;85.87;100.28;7.39;11.86;3.97;202;0.053;0;0
2018;CHAMBERÍ;VALLEHERMOSO;0.59;4341;123.89;0.651;10.25;2.41;0.356;327440.93;187.48;47.98;48.29;28;38.22;242.63;41.22;65.38;82.9;94.92;6.82;11.37;3.6;209;0.058;0;0
2016;CHAMBERÍ;VALLEHERMOSO;0.59;3542;112.84;0.659;9.97;2.43;0.353;282165.85;185.62;48.11;48.46;27.93;38.65;241.15;41.47;65.34;80.43;101.88;6.51;11.06;3.63;229;0.069;0;0
2017;FUENCARRAL-EL PARDO;VALVERDE;0.05;3191;84.83;0.787;3.15;2.72;0.256;197584.7;66.82;37.22;38.63;11.96;41.24;48.99;204.14;57.18;81.09;99.59;9.94;16.26;6.73;773;0.136;0;0
2019;FUENCARRAL-EL PARDO;VALVERDE;0.05;3191;88.5;0.777;3.23;2.77;0.246;205545.36;70.37;37.57;39.3;11.76;39.15;48.83;204.8;55.88;73.6;87.84;11.7;18.45;8.01;606;0.121;0;0
2018;FUENCARRAL-EL PARDO;VALVERDE;0.05;3191;87.31;0.779;3.21;2.75;0.25;226926.54;68.97;37.3;38.9;11.77;40.21;48.27;207.15;56.6;77.19;93.03;10.79;17.37;7.25;674;0.128;0;0
2016;FUENCARRAL-EL PARDO;VALVERDE;0.05;3191;84.71;0.797;3.1;2.71;0.258;184727.53;65.39;37.18;38.31;12.13;40.98;50.28;198.91;56.92;87.52;112;9.35;15.66;6.33;759;0.145;0;0
2017;CIUDAD LINEAL;VENTAS;0.25;2277;67.92;0.919;8.61;2.39;0.33;120439.34;147.92;46.89;46.54;24.76;42.76;209.76;47.67;57.66;78.89;98.43;14.4;26.28;10.57;535;0.227;0;0
2019;CIUDAD LINEAL;VENTAS;0.25;2665;64.68;0.917;8.65;2.42;0.332;153273.46;150.4;46.63;46.36;23.68;43.77;206.08;48.52;54.24;79.55;106.26;16.47;28.89;12.35;519;0.204;0;0
2018;CIUDAD LINEAL;VENTAS;0.25;2582;66.82;0.917;8.65;2.42;0.327;122376.02;149.29;46.76;46.42;24.21;43.85;206.19;48.5;56.15;78.85;100.87;15.41;27.7;11.45;224;0.216;0;0
2016;CIUDAD LINEAL;VENTAS;0.25;1929;62.45;0.919;8.59;2.41;0.325;91737.03;148.36;46.75;46.26;24.9;41.22;209.1;47.82;58.27;81.44;96.04;14.29;25.63;10.46;420;0.237;0;0
2019;VILLAVERDE;VILLAVERDE ALTO. CASCO HISTÓRICO DE VILLAVERDE;0.06;1730;79.09;0.897;3.58;2.76;0.25;104709.26;48.85;42.17;42.57;16.97;39.53;105.31;94.95;49.43;80.25;94.33;19.85;29.84;15.21;215;0.296;0;0
2018;VILLAVERDE;VILLAVERDE ALTO. CASCO HISTÓRICO DE VILLAVERDE;0.06;1644;71.34;0.897;3.58;2.73;0.248;116975.02;47.87;42.2;42.63;17.41;39.18;106.65;93.76;50.89;79.47;88.69;18.27;27.84;13.83;217;0.31;0;0
2017;MORATALAZ;VINATEROS;0.27;2269;73.2;0.821;6.38;2.33;0.321;111452.75;282.28;49.33;49.19;31.11;40.51;271.1;36.89;74.17;72.71;89.45;9.85;17.78;6.2;158;0.247;0;0
2019;MORATALAZ;VINATEROS;0.27;2500;71.54;0.791;6.53;2.34;0.326;123098.73;283.98;49.31;49.35;29.93;45.36;261.47;38.25;70.59;70.45;99.83;11.34;19.65;7.57;130;0.223;0;0
2018;MORATALAZ;VINATEROS;0.27;2568;70.15;0.793;6.52;2.33;0.322;109134.49;283.13;49.43;49.35;30.61;43.21;267.65;37.36;72.54;70.37;90.6;10.3;18.46;6.62;153;0.234;0;0
2016;MORATALAZ;VINATEROS;0.27;1952;72.38;0.823;6.36;2.35;0.317;96000.83;284.32;49.32;49.04;31.52;38.46;274.1;36.48;75.5;74.14;93.12;9.75;17.41;6.22;154;0.257;0;0
2017;CARABANCHEL;VISTA ALEGRE;0.45;1837;65.26;0.905;20.2;2.61;0.282;91000.54;278.88;45.59;45.24;23.45;35.59;182.78;54.71;56.92;82.67;95.76;19.01;30.49;15.02;451;0.259;0;0
2019;CARABANCHEL;VISTA ALEGRE;0.45;2044;64.92;0.902;20.37;2.66;0.279;125558.26;289.29;45.4;44.91;22.77;36.65;180.37;55.44;54.77;84.4;97.76;22.16;34.49;18.13;414;0.235;0;0
2018;CARABANCHEL;VISTA ALEGRE;0.45;2037;66.44;0.903;20.32;2.63;0.282;105539.27;283.21;45.59;45.26;23.35;35.95;184.71;54.14;56.22;83.08;99.27;20.36;32.33;16.32;511;0.248;0;0
2016;CARABANCHEL;VISTA ALEGRE;0.45;1593;64.58;0.905;20.14;2.61;0.282;83591.34;277.88;45.6;45.16;23.65;34.68;186.13;53.72;57.12;84.13;95.76;18.28;29.36;14.34;365;0.271;0;0
2017;USERA;ZOFÍO;0.1;1624;61.58;0.934;8.45;2.73;0.256;88859.65;173.72;43.31;43.29;18.7;41.53;129.19;77.41;49.63;82.64;107.14;20.61;31.88;16.19;59;0.296;0;0
2019;USERA;ZOFÍO;0.1;1889;64.48;0.932;8.5;2.8;0.251;99789.87;180.46;43.21;43.06;18.03;39.9;131.06;76.3;46.61;85.24;96.41;23.79;36.43;19.6;73;0.27;0;0
2018;USERA;ZOFÍO;0.1;1887;63.11;0.932;8.5;2.76;0.253;85877.26;176.96;43.28;43.24;18.24;41.07;130.38;76.7;47.55;83.86;103.55;22.27;34.5;17.95;96;0.281;0;0
2016;USERA;ZOFÍO;0.1;1380;58.83;0.934;8.44;2.72;0.259;72613.4;171.08;43.34;43.22;19.1;40.13;132.13;75.68;50.49;83.7;90.8;19.34;30.3;15.14;59;0.304;0;0
